ID,Vaccinated,Vaccinated(%),Unvaccinated,Unvaccinated(%),Healthy vaccinated,Healthy vaccinated(%),Healthy unvaccinated,Healthy unvaccinated(%),Infected vaccinated,Infected vaccinated(%),Infected unvaccinated,Infected unvaccinated(%),Herd Immunity,Herd Immunity Current,Herd Immunity Needed,population,Rnull,Rrange,natImmunity,vacImmunity,vaccinated,totInfected
151,200.0,20.0,800.0,80.0,199.6,99.8,797.5,99.69,0.4,0.2,2.5,0.31,1.0,0.0,28.0,1000.0,1.0,0.0,0.2,0.6,0.2,0.002
152,300.0,30.0,700.0,70.0,299.7,99.91,697.7,99.685,0.3,0.09,2.3,0.315,1.0,0.0,32.0,1000.0,1.0,0.0,0.2,0.6,0.3,0.002
153,400.0,40.0,600.0,60.0,399.1,99.795,598.35,99.72,0.9,0.205,1.65,0.28,1.0,0.0,36.0,1000.0,1.0,0.0,0.2,0.6,0.4,0.001
154,500.0,50.0,500.0,50.0,499.15,99.83,498.75,99.75,0.85,0.17,1.25,0.25,1.0,0.0,40.0,1000.0,1.0,0.0,0.2,0.6,0.5,0.0
155,600.0,60.0,400.0,40.0,598.75,99.78,398.6,99.655,1.25,0.22,1.4,0.345,1.0,0.0,44.0,1000.0,1.0,0.0,0.2,0.6,0.6,0.002
156,700.0,70.0,300.0,30.0,698.5,99.805,298.95,99.65,1.5,0.195,1.05,0.35,1.0,0.0,48.0,1000.0,1.0,0.0,0.2,0.6,0.7,0.002
157,800.0,80.0,200.0,20.0,798.4,99.815,199.3,99.65,1.6,0.185,0.7,0.35,1.0,0.0,52.0,1000.0,1.0,0.0,0.2,0.6,0.8,0.001
158,900.0,90.0,100.0,10.0,898.4,99.835,99.85,99.85,1.6,0.165,0.15,0.15,1.0,0.0,56.0,1000.0,1.0,0.0,0.2,0.6,0.9,0.0
159,1000.0,100.0,0.0,0.0,998.2,99.82,0.0,0.0,1.8,0.18,0.0,0.0,1.0,0.0,60.0,1000.0,1.0,0.0,0.2,0.6,1.0,0.0
160,100.0,10.0,900.0,90.0,99.85,99.85,896.9,99.665,0.15,0.15,3.1,0.335,1.0,0.0,25.0,1000.0,1.0,0.0,0.2,0.7,0.1,0.002
161,200.0,20.0,800.0,80.0,199.5,99.75,797.55,99.705,0.5,0.25,2.45,0.295,1.0,0.0,30.0,1000.0,1.0,0.0,0.2,0.7,0.2,0.002
162,300.0,30.0,700.0,70.0,299.65,99.885,697.4,99.64,0.35,0.115,2.6,0.36,1.0,0.0,35.0,1000.0,1.0,0.0,0.2,0.7,0.3,0.002
163,400.0,40.0,600.0,60.0,399.0,99.775,598.05,99.66,1.0,0.225,1.95,0.34,1.0,0.0,40.0,1000.0,1.0,0.0,0.2,0.7,0.4,0.002
164,500.0,50.0,500.0,50.0,499.2,99.84,498.95,99.79,0.8,0.16,1.05,0.21,1.0,0.0,45.0,1000.0,1.0,0.0,0.2,0.7,0.5,0.0
165,600.0,60.0,400.0,40.0,598.9,99.8,399.2,99.81,1.1,0.2,0.8,0.19,1.0,0.0,50.0,1000.0,1.0,0.0,0.2,0.7,0.6,0.001
166,700.0,70.0,300.0,30.0,698.8,99.845,298.55,99.515,1.2,0.155,1.45,0.485,1.0,0.0,55.0,1000.0,1.0,0.0,0.2,0.7,0.7,0.001
167,800.0,80.0,200.0,20.0,798.6,99.85,199.65,99.825,1.4,0.15,0.35,0.175,1.0,0.0,60.0,1000.0,1.0,0.0,0.2,0.7,0.8,0.0
168,900.0,90.0,100.0,10.0,898.5,99.85,99.65,99.65,1.5,0.15,0.35,0.35,1.0,0.0,65.0,1000.0,1.0,0.0,0.2,0.7,0.9,0.0
169,1000.0,100.0,0.0,0.0,998.4,99.84,0.0,0.0,1.6,0.16,0.0,0.0,1.0,0.0,70.0,1000.0,1.0,0.0,0.2,0.7,1.0,0.0
170,100.0,10.0,900.0,90.0,99.85,99.85,896.45,99.615,0.15,0.15,3.55,0.385,1.0,0.0,26.0,1000.0,1.0,0.0,0.2,0.8,0.1,0.004
171,200.0,20.0,800.0,80.0,199.75,99.875,797.6,99.725,0.25,0.125,2.4,0.275,1.0,0.0,32.0,1000.0,1.0,0.0,0.2,0.8,0.2,0.002
172,300.0,30.0,700.0,70.0,299.75,99.925,697.15,99.605,0.25,0.075,2.85,0.395,1.0,0.0,38.0,1000.0,1.0,0.0,0.2,0.8,0.3,0.002
173,400.0,40.0,600.0,60.0,399.5,99.89,598.3,99.705,0.5,0.11,1.7,0.295,1.0,0.0,44.0,1000.0,1.0,0.0,0.2,0.8,0.4,0.001
174,500.0,50.0,500.0,50.0,499.15,99.83,498.85,99.77,0.85,0.17,1.15,0.23,1.0,0.0,50.0,1000.0,1.0,0.0,0.2,0.8,0.5,0.0
175,600.0,60.0,400.0,40.0,599.0,99.815,399.0,99.77,1.0,0.185,1.0,0.23,1.0,0.0,56.0,1000.0,1.0,0.0,0.2,0.8,0.6,0.002
176,700.0,70.0,300.0,30.0,699.05,99.885,299.2,99.74,0.95,0.115,0.8,0.26,1.0,0.0,62.0,1000.0,1.0,0.0,0.2,0.8,0.7,0.0
177,800.0,80.0,200.0,20.0,798.6,99.855,199.45,99.725,1.4,0.145,0.55,0.275,1.0,0.0,68.0,1000.0,1.0,0.0,0.2,0.8,0.8,0.0
178,900.0,90.0,100.0,10.0,898.95,99.895,99.75,99.75,1.05,0.105,0.25,0.25,1.0,0.0,74.0,1000.0,1.0,0.0,0.2,0.8,0.9,0.0
179,1000.0,100.0,0.0,0.0,998.5,99.85,0.0,0.0,1.5,0.15,0.0,0.0,1.0,0.0,80.0,1000.0,1.0,0.0,0.2,0.8,1.0,0.0
180,100.0,10.0,900.0,90.0,100.0,100.0,896.85,99.66,0.0,0.0,3.15,0.34,1.0,0.0,27.0,1000.0,1.0,0.0,0.2,0.9,0.1,0.002
181,200.0,20.0,800.0,80.0,199.65,99.825,796.8,99.61,0.35,0.175,3.2,0.39,1.0,0.0,34.0,1000.0,1.0,0.0,0.2,0.9,0.2,0.002
182,300.0,30.0,700.0,70.0,299.6,99.875,698.1,99.745,0.4,0.125,1.9,0.255,1.0,0.0,41.0,1000.0,1.0,0.0,0.2,0.9,0.3,0.001
183,400.0,40.0,600.0,60.0,399.65,99.925,598.7,99.77,0.35,0.075,1.3,0.23,1.0,0.0,48.0,1000.0,1.0,0.0,0.2,0.9,0.4,0.0
184,500.0,50.0,500.0,50.0,499.35,99.87,498.65,99.73,0.65,0.13,1.35,0.27,1.0,0.0,55.0,1000.0,1.0,0.0,0.2,0.9,0.5,0.0
185,600.0,60.0,400.0,40.0,599.35,99.87,399.3,99.84,0.65,0.13,0.7,0.16,1.0,0.0,62.0,1000.0,1.0,0.0,0.2,0.9,0.6,0.0
186,700.0,70.0,300.0,30.0,699.3,99.92,299.4,99.81,0.7,0.08,0.6,0.19,1.0,0.0,69.0,1000.0,1.0,0.0,0.2,0.9,0.7,0.0
187,800.0,80.0,200.0,20.0,799.2,99.92,199.65,99.825,0.8,0.08,0.35,0.175,1.0,0.0,76.0,1000.0,1.0,0.0,0.2,0.9,0.8,0.0
188,900.0,90.0,100.0,10.0,899.05,99.905,99.85,99.85,0.95,0.095,0.15,0.15,1.0,0.0,83.0,1000.0,1.0,0.0,0.2,0.9,0.9,0.0
189,1000.0,100.0,0.0,0.0,999.0,99.9,0.0,0.0,1.0,0.1,0.0,0.0,1.0,0.0,90.0,1000.0,1.0,0.0,0.2,0.9,1.0,0.0
190,100.0,10.0,900.0,90.0,99.95,99.95,898.25,99.82,0.05,0.05,1.75,0.18,1.0,0.0,28.0,1000.0,1.0,0.0,0.2,1.0,0.1,0.0
191,200.0,20.0,800.0,80.0,199.95,99.975,797.05,99.645,0.05,0.025,2.95,0.355,1.0,0.0,36.0,1000.0,1.0,0.0,0.2,1.0,0.2,0.002
192,300.0,30.0,700.0,70.0,299.65,99.895,698.2,99.765,0.35,0.105,1.8,0.235,1.0,0.0,44.0,1000.0,1.0,0.0,0.2,1.0,0.3,0.0
193,400.0,40.0,600.0,60.0,399.75,99.95,598.2,99.69,0.25,0.05,1.8,0.31,1.0,0.0,52.0,1000.0,1.0,0.0,0.2,1.0,0.4,0.0
194,500.0,50.0,500.0,50.0,499.5,99.9,499.05,99.81,0.5,0.1,0.95,0.19,1.0,0.0,60.0,1000.0,1.0,0.0,0.2,1.0,0.5,0.0
195,600.0,60.0,400.0,40.0,599.4,99.88,399.25,99.835,0.6,0.12,0.75,0.165,1.0,0.0,68.0,1000.0,1.0,0.0,0.2,1.0,0.6,0.0
196,700.0,70.0,300.0,30.0,699.15,99.915,299.4,99.805,0.85,0.085,0.6,0.195,1.0,0.0,76.0,1000.0,1.0,0.0,0.2,1.0,0.7,0.0
197,800.0,80.0,200.0,20.0,799.15,99.915,199.7,99.85,0.85,0.085,0.3,0.15,1.0,0.0,84.0,1000.0,1.0,0.0,0.2,1.0,0.8,0.0
198,900.0,90.0,100.0,10.0,899.05,99.905,99.9,99.9,0.95,0.095,0.1,0.1,1.0,0.0,92.0,1000.0,1.0,0.0,0.2,1.0,0.9,0.0
199,1000.0,100.0,0.0,0.0,999.0,99.9,0.0,0.0,1.0,0.1,0.0,0.0,1.0,0.0,100.0,1000.0,1.0,0.0,0.2,1.0,1.0,0.0
200,100.0,10.0,900.0,90.0,99.65,99.65,896.9,99.66,0.35,0.35,3.1,0.34,1.0,0.0,28.0,1000.0,1.0,0.0,0.3,0.1,0.1,0.003
201,200.0,20.0,800.0,80.0,199.1,99.55,797.4,99.695,0.9,0.45,2.6,0.305,1.0,0.0,26.0,1000.0,1.0,0.0,0.3,0.1,0.2,0.003
202,300.0,30.0,700.0,70.0,298.75,99.59,696.85,99.55,1.25,0.41,3.15,0.45,1.0,0.0,24.0,1000.0,1.0,0.0,0.3,0.1,0.3,0.005
203,400.0,40.0,600.0,60.0,398.1,99.54,597.7,99.62,1.9,0.46,2.3,0.38,1.0,0.0,22.0,1000.0,1.0,0.0,0.3,0.1,0.4,0.004
204,500.0,50.0,500.0,50.0,497.5,99.5,498.35,99.67,2.5,0.5,1.65,0.33,1.0,0.0,20.0,1000.0,1.0,0.0,0.3,0.1,0.5,0.003
205,600.0,60.0,400.0,40.0,596.4,99.39,398.15,99.555,3.6,0.61,1.85,0.445,1.0,0.0,18.0,1000.0,1.0,0.0,0.3,0.1,0.6,0.004
206,700.0,70.0,300.0,30.0,694.65,99.24,298.65,99.565,5.35,0.76,1.35,0.435,1.0,0.0,16.0,1000.0,1.0,0.0,0.3,0.1,0.7,0.007
207,800.0,80.0,200.0,20.0,791.1,98.885,198.4,99.2,8.9,1.115,1.6,0.8,1.0,0.0,14.0,1000.0,1.0,0.0,0.3,0.1,0.8,0.01
208,900.0,90.0,100.0,10.0,892.05,99.135,99.55,99.55,7.95,0.865,0.45,0.45,1.0,0.0,12.0,1000.0,1.0,0.0,0.3,0.1,0.9,0.007
209,1000.0,100.0,0.0,0.0,989.35,98.935,0.0,0.0,10.65,1.065,0.0,0.0,1.0,0.0,10.0,1000.0,1.0,0.0,0.3,0.1,1.0,0.01
210,100.0,10.0,900.0,90.0,99.65,99.65,897.55,99.74,0.35,0.35,2.45,0.26,1.0,0.0,29.0,1000.0,1.0,0.0,0.3,0.2,0.1,0.002
211,200.0,20.0,800.0,80.0,199.3,99.65,797.25,99.675,0.7,0.35,2.75,0.325,1.0,0.0,28.0,1000.0,1.0,0.0,0.3,0.2,0.2,0.002
212,300.0,30.0,700.0,70.0,298.7,99.575,697.95,99.725,1.3,0.425,2.05,0.275,1.0,0.0,27.0,1000.0,1.0,0.0,0.3,0.2,0.3,0.002
213,400.0,40.0,600.0,60.0,398.15,99.545,598.0,99.66,1.85,0.455,2.0,0.34,1.0,0.0,26.0,1000.0,1.0,0.0,0.3,0.2,0.4,0.003
214,500.0,50.0,500.0,50.0,498.3,99.66,498.25,99.65,1.7,0.34,1.75,0.35,1.0,0.0,25.0,1000.0,1.0,0.0,0.3,0.2,0.5,0.003
215,600.0,60.0,400.0,40.0,597.1,99.52,398.45,99.63,2.9,0.48,1.55,0.37,1.0,0.0,24.0,1000.0,1.0,0.0,0.3,0.2,0.6,0.004
216,700.0,70.0,300.0,30.0,697.7,99.675,299.1,99.7,2.3,0.325,0.9,0.3,1.0,0.0,23.0,1000.0,1.0,0.0,0.3,0.2,0.7,0.002
217,800.0,80.0,200.0,20.0,796.8,99.61,198.65,99.325,3.2,0.39,1.35,0.675,1.0,0.0,22.0,1000.0,1.0,0.0,0.3,0.2,0.8,0.004
218,900.0,90.0,100.0,10.0,896.5,99.63,99.8,99.8,3.5,0.37,0.2,0.2,1.0,0.0,21.0,1000.0,1.0,0.0,0.3,0.2,0.9,0.002
219,1000.0,100.0,0.0,0.0,994.85,99.485,0.0,0.0,5.15,0.515,0.0,0.0,1.0,0.0,20.0,1000.0,1.0,0.0,0.3,0.2,1.0,0.006
220,100.0,10.0,900.0,90.0,99.6,99.6,895.85,99.55,0.4,0.4,4.15,0.45,1.0,0.0,30.0,1000.0,1.0,0.0,0.3,0.3,0.1,0.004
221,200.0,20.0,800.0,80.0,199.2,99.6,797.0,99.64,0.8,0.4,3.0,0.36,1.0,0.0,30.0,1000.0,1.0,0.0,0.3,0.3,0.2,0.004
222,300.0,30.0,700.0,70.0,299.1,99.71,697.3,99.625,0.9,0.29,2.7,0.375,1.0,0.0,30.0,1000.0,1.0,0.0,0.3,0.3,0.3,0.004
223,400.0,40.0,600.0,60.0,398.8,99.715,597.75,99.62,1.2,0.285,2.25,0.38,1.0,0.0,30.0,1000.0,1.0,0.0,0.3,0.3,0.4,0.002
224,500.0,50.0,500.0,50.0,498.95,99.79,498.8,99.76,1.05,0.21,1.2,0.24,1.0,0.0,30.0,1000.0,1.0,0.0,0.3,0.3,0.5,0.0
225,600.0,60.0,400.0,40.0,597.05,99.505,398.1,99.535,2.95,0.495,1.9,0.465,1.0,0.0,30.0,1000.0,1.0,0.0,0.3,0.3,0.6,0.004
226,700.0,70.0,300.0,30.0,697.95,99.725,299.0,99.675,2.05,0.275,1.0,0.325,1.0,0.0,30.0,1000.0,1.0,0.0,0.3,0.3,0.7,0.002
227,800.0,80.0,200.0,20.0,797.05,99.65,199.35,99.675,2.95,0.35,0.65,0.325,1.0,0.0,30.0,1000.0,1.0,0.0,0.3,0.3,0.8,0.003
228,900.0,90.0,100.0,10.0,897.9,99.785,99.9,99.9,2.1,0.215,0.1,0.1,1.0,0.0,30.0,1000.0,1.0,0.0,0.3,0.3,0.9,0.0
229,1000.0,100.0,0.0,0.0,996.1,99.61,0.0,0.0,3.9,0.39,0.0,0.0,1.0,0.0,30.0,1000.0,1.0,0.0,0.3,0.3,1.0,0.002
230,100.0,10.0,900.0,90.0,99.8,99.8,897.3,99.715,0.2,0.2,2.7,0.285,1.0,0.0,31.0,1000.0,1.0,0.0,0.3,0.4,0.1,0.002
231,200.0,20.0,800.0,80.0,199.5,99.75,797.05,99.635,0.5,0.25,2.95,0.365,1.0,0.0,32.0,1000.0,1.0,0.0,0.3,0.4,0.2,0.002
232,300.0,30.0,700.0,70.0,299.05,99.69,697.65,99.67,0.95,0.31,2.35,0.33,1.0,0.0,33.0,1000.0,1.0,0.0,0.3,0.4,0.3,0.002
233,400.0,40.0,600.0,60.0,398.4,99.62,597.45,99.575,1.6,0.38,2.55,0.425,1.0,0.0,34.0,1000.0,1.0,0.0,0.3,0.4,0.4,0.003
234,500.0,50.0,500.0,50.0,498.75,99.75,498.65,99.73,1.25,0.25,1.35,0.27,1.0,0.0,35.0,1000.0,1.0,0.0,0.3,0.4,0.5,0.002
235,600.0,60.0,400.0,40.0,598.8,99.79,399.15,99.8,1.2,0.21,0.85,0.2,1.0,0.0,36.0,1000.0,1.0,0.0,0.3,0.4,0.6,0.001
236,700.0,70.0,300.0,30.0,698.6,99.82,299.4,99.805,1.4,0.18,0.6,0.195,1.0,0.0,37.0,1000.0,1.0,0.0,0.3,0.4,0.7,0.0
237,800.0,80.0,200.0,20.0,798.05,99.78,199.3,99.65,1.95,0.22,0.7,0.35,1.0,0.0,38.0,1000.0,1.0,0.0,0.3,0.4,0.8,0.002
238,900.0,90.0,100.0,10.0,897.85,99.775,99.65,99.65,2.15,0.225,0.35,0.35,1.0,0.0,39.0,1000.0,1.0,0.0,0.3,0.4,0.9,0.001
239,1000.0,100.0,0.0,0.0,997.6,99.76,0.0,0.0,2.4,0.24,0.0,0.0,1.0,0.0,40.0,1000.0,1.0,0.0,0.3,0.4,1.0,0.0
240,100.0,10.0,900.0,90.0,99.65,99.65,896.5,99.615,0.35,0.35,3.5,0.385,1.0,0.0,32.0,1000.0,1.0,0.0,0.3,0.5,0.1,0.004
241,200.0,20.0,800.0,80.0,199.75,99.875,798.3,99.805,0.25,0.125,1.7,0.195,1.0,0.0,34.0,1000.0,1.0,0.0,0.3,0.5,0.2,0.0
242,300.0,30.0,700.0,70.0,299.2,99.74,697.0,99.58,0.8,0.26,3.0,0.42,1.0,0.0,36.0,1000.0,1.0,0.0,0.3,0.5,0.3,0.003
243,400.0,40.0,600.0,60.0,399.1,99.795,598.1,99.68,0.9,0.205,1.9,0.32,1.0,0.0,38.0,1000.0,1.0,0.0,0.3,0.5,0.4,0.002
244,500.0,50.0,500.0,50.0,499.0,99.8,499.3,99.86,1.0,0.2,0.7,0.14,1.0,0.0,40.0,1000.0,1.0,0.0,0.3,0.5,0.5,0.0
245,600.0,60.0,400.0,40.0,598.8,99.8,399.15,99.81,1.2,0.2,0.85,0.19,1.0,0.0,42.0,1000.0,1.0,0.0,0.3,0.5,0.6,0.0
246,700.0,70.0,300.0,30.0,698.8,99.85,299.1,99.705,1.2,0.15,0.9,0.295,1.0,0.0,44.0,1000.0,1.0,0.0,0.3,0.5,0.7,0.0
247,800.0,80.0,200.0,20.0,798.55,99.835,199.4,99.7,1.45,0.165,0.6,0.3,1.0,0.0,46.0,1000.0,1.0,0.0,0.3,0.5,0.8,0.001
248,900.0,90.0,100.0,10.0,897.85,99.775,99.6,99.6,2.15,0.225,0.4,0.4,1.0,0.0,48.0,1000.0,1.0,0.0,0.3,0.5,0.9,0.002
249,1000.0,100.0,0.0,0.0,998.45,99.845,0.0,0.0,1.55,0.155,0.0,0.0,1.0,0.0,50.0,1000.0,1.0,0.0,0.3,0.5,1.0,0.0
250,100.0,10.0,900.0,90.0,99.55,99.55,897.25,99.705,0.45,0.45,2.75,0.295,1.0,0.0,33.0,1000.0,1.0,0.0,0.3,0.6,0.1,0.002
251,200.0,20.0,800.0,80.0,199.3,99.65,798.1,99.77,0.7,0.35,1.9,0.23,1.0,0.0,36.0,1000.0,1.0,0.0,0.3,0.6,0.2,0.002
252,300.0,30.0,700.0,70.0,299.25,99.76,698.15,99.755,0.75,0.24,1.85,0.245,1.0,0.0,39.0,1000.0,1.0,0.0,0.3,0.6,0.3,0.001
253,400.0,40.0,600.0,60.0,399.25,99.84,598.45,99.73,0.75,0.16,1.55,0.27,1.0,0.0,42.0,1000.0,1.0,0.0,0.3,0.6,0.4,0.001
254,500.0,50.0,500.0,50.0,498.55,99.71,498.7,99.74,1.45,0.29,1.3,0.26,1.0,0.0,45.0,1000.0,1.0,0.0,0.3,0.6,0.5,0.002
255,600.0,60.0,400.0,40.0,599.2,99.855,399.1,99.8,0.8,0.145,0.9,0.2,1.0,0.0,48.0,1000.0,1.0,0.0,0.3,0.6,0.6,0.0
256,700.0,70.0,300.0,30.0,698.4,99.785,299.2,99.735,1.6,0.215,0.8,0.265,1.0,0.0,51.0,1000.0,1.0,0.0,0.3,0.6,0.7,0.001
257,800.0,80.0,200.0,20.0,798.6,99.845,199.6,99.8,1.4,0.155,0.4,0.2,1.0,0.0,54.0,1000.0,1.0,0.0,0.3,0.6,0.8,0.0
258,900.0,90.0,100.0,10.0,898.7,99.87,99.7,99.7,1.3,0.13,0.3,0.3,1.0,0.0,57.0,1000.0,1.0,0.0,0.3,0.6,0.9,0.0
259,1000.0,100.0,0.0,0.0,998.15,99.815,0.0,0.0,1.85,0.185,0.0,0.0,1.0,0.0,60.0,1000.0,1.0,0.0,0.3,0.6,1.0,0.0
260,100.0,10.0,900.0,90.0,99.9,99.9,897.25,99.7,0.1,0.1,2.75,0.3,1.0,0.0,34.0,1000.0,1.0,0.0,0.3,0.7,0.1,0.002
261,200.0,20.0,800.0,80.0,199.7,99.85,798.5,99.835,0.3,0.15,1.5,0.165,1.0,0.0,38.0,1000.0,1.0,0.0,0.3,0.7,0.2,0.0
262,300.0,30.0,700.0,70.0,299.5,99.84,698.65,99.825,0.5,0.16,1.35,0.175,1.0,0.0,42.0,1000.0,1.0,0.0,0.3,0.7,0.3,0.0
263,400.0,40.0,600.0,60.0,399.3,99.855,598.45,99.735,0.7,0.145,1.55,0.265,1.0,0.0,46.0,1000.0,1.0,0.0,0.3,0.7,0.4,0.001
264,500.0,50.0,500.0,50.0,498.95,99.79,499.0,99.8,1.05,0.21,1.0,0.2,1.0,0.0,50.0,1000.0,1.0,0.0,0.3,0.7,0.5,0.001
265,600.0,60.0,400.0,40.0,599.15,99.85,399.15,99.805,0.85,0.15,0.85,0.195,1.0,0.0,54.0,1000.0,1.0,0.0,0.3,0.7,0.6,0.0
266,700.0,70.0,300.0,30.0,698.95,99.875,299.1,99.705,1.05,0.125,0.9,0.295,1.0,0.0,58.0,1000.0,1.0,0.0,0.3,0.7,0.7,0.001
267,800.0,80.0,200.0,20.0,798.85,99.88,199.5,99.75,1.15,0.12,0.5,0.25,1.0,0.0,62.0,1000.0,1.0,0.0,0.3,0.7,0.8,0.0
268,900.0,90.0,100.0,10.0,898.35,99.835,99.8,99.8,1.65,0.165,0.2,0.2,1.0,0.0,66.0,1000.0,1.0,0.0,0.3,0.7,0.9,0.0
269,1000.0,100.0,0.0,0.0,998.4,99.84,0.0,0.0,1.6,0.16,0.0,0.0,1.0,0.0,70.0,1000.0,1.0,0.0,0.3,0.7,1.0,0.0
270,100.0,10.0,900.0,90.0,99.85,99.85,897.35,99.715,0.15,0.15,2.65,0.285,1.0,0.0,35.0,1000.0,1.0,0.0,0.3,0.8,0.1,0.002
271,200.0,20.0,800.0,80.0,199.8,99.9,798.0,99.77,0.2,0.1,2.0,0.23,1.0,0.0,40.0,1000.0,1.0,0.0,0.3,0.8,0.2,0.002
272,300.0,30.0,700.0,70.0,299.5,99.845,698.2,99.765,0.5,0.155,1.8,0.235,1.0,0.0,45.0,1000.0,1.0,0.0,0.3,0.8,0.3,0.0
273,400.0,40.0,600.0,60.0,399.25,99.84,598.45,99.74,0.75,0.16,1.55,0.26,1.0,0.0,50.0,1000.0,1.0,0.0,0.3,0.8,0.4,0.0
274,500.0,50.0,500.0,50.0,499.25,99.85,498.9,99.78,0.75,0.15,1.1,0.22,1.0,0.0,55.0,1000.0,1.0,0.0,0.3,0.8,0.5,0.0
275,600.0,60.0,400.0,40.0,599.25,99.86,399.05,99.79,0.75,0.14,0.95,0.21,1.0,0.0,60.0,1000.0,1.0,0.0,0.3,0.8,0.6,0.0
276,700.0,70.0,300.0,30.0,699.2,99.915,299.1,99.705,0.8,0.085,0.9,0.295,1.0,0.0,65.0,1000.0,1.0,0.0,0.3,0.8,0.7,0.0
277,800.0,80.0,200.0,20.0,798.95,99.885,199.5,99.75,1.05,0.115,0.5,0.25,1.0,0.0,70.0,1000.0,1.0,0.0,0.3,0.8,0.8,0.0
278,900.0,90.0,100.0,10.0,898.9,99.89,99.65,99.65,1.1,0.11,0.35,0.35,1.0,0.0,75.0,1000.0,1.0,0.0,0.3,0.8,0.9,0.0
279,1000.0,100.0,0.0,0.0,998.9,99.89,0.0,0.0,1.1,0.11,0.0,0.0,1.0,0.0,80.0,1000.0,1.0,0.0,0.3,0.8,1.0,0.0
280,100.0,10.0,900.0,90.0,99.85,99.85,897.95,99.795,0.15,0.15,2.05,0.205,1.0,0.0,36.0,1000.0,1.0,0.0,0.3,0.9,0.1,0.0
281,200.0,20.0,800.0,80.0,199.7,99.85,797.9,99.755,0.3,0.15,2.1,0.245,1.0,0.0,42.0,1000.0,1.0,0.0,0.3,0.9,0.2,0.002
282,300.0,30.0,700.0,70.0,299.5,99.845,698.85,99.855,0.5,0.155,1.15,0.145,1.0,0.0,48.0,1000.0,1.0,0.0,0.3,0.9,0.3,0.0
283,400.0,40.0,600.0,60.0,399.5,99.895,598.15,99.68,0.5,0.105,1.85,0.32,1.0,0.0,54.0,1000.0,1.0,0.0,0.3,0.9,0.4,0.001
284,500.0,50.0,500.0,50.0,499.4,99.88,498.9,99.78,0.6,0.12,1.1,0.22,1.0,0.0,60.0,1000.0,1.0,0.0,0.3,0.9,0.5,0.0
285,600.0,60.0,400.0,40.0,599.3,99.86,399.45,99.885,0.7,0.14,0.55,0.115,1.0,0.0,66.0,1000.0,1.0,0.0,0.3,0.9,0.6,0.0
286,700.0,70.0,300.0,30.0,699.1,99.89,299.4,99.81,0.9,0.11,0.6,0.19,1.0,0.0,72.0,1000.0,1.0,0.0,0.3,0.9,0.7,0.0
287,800.0,80.0,200.0,20.0,799.15,99.915,199.45,99.725,0.85,0.085,0.55,0.275,1.0,0.0,78.0,1000.0,1.0,0.0,0.3,0.9,0.8,0.0
288,900.0,90.0,100.0,10.0,899.15,99.915,99.8,99.8,0.85,0.085,0.2,0.2,1.0,0.0,84.0,1000.0,1.0,0.0,0.3,0.9,0.9,0.0
289,1000.0,100.0,0.0,0.0,998.9,99.89,0.0,0.0,1.1,0.11,0.0,0.0,1.0,0.0,90.0,1000.0,1.0,0.0,0.3,0.9,1.0,0.0
290,100.0,10.0,900.0,90.0,99.8,99.8,896.8,99.66,0.2,0.2,3.2,0.34,1.0,0.0,37.0,1000.0,1.0,0.0,0.3,1.0,0.1,0.002
291,200.0,20.0,800.0,80.0,199.85,99.925,798.05,99.775,0.15,0.075,1.95,0.225,1.0,0.0,44.0,1000.0,1.0,0.0,0.3,1.0,0.2,0.0
292,300.0,30.0,700.0,70.0,299.55,99.865,698.6,99.825,0.45,0.135,1.4,0.175,1.0,0.0,51.0,1000.0,1.0,0.0,0.3,1.0,0.3,0.0
293,400.0,40.0,600.0,60.0,399.5,99.9,598.9,99.81,0.5,0.1,1.1,0.19,1.0,0.0,58.0,1000.0,1.0,0.0,0.3,1.0,0.4,0.0
294,500.0,50.0,500.0,50.0,499.4,99.88,499.15,99.83,0.6,0.12,0.85,0.17,1.0,0.0,65.0,1000.0,1.0,0.0,0.3,1.0,0.5,0.0
295,600.0,60.0,400.0,40.0,599.45,99.89,399.2,99.815,0.55,0.11,0.8,0.185,1.0,0.0,72.0,1000.0,1.0,0.0,0.3,1.0,0.6,0.0
296,700.0,70.0,300.0,30.0,699.4,99.94,299.15,99.72,0.6,0.06,0.85,0.28,1.0,0.0,79.0,1000.0,1.0,0.0,0.3,1.0,0.7,0.0
297,800.0,80.0,200.0,20.0,799.25,99.925,199.6,99.8,0.75,0.075,0.4,0.2,1.0,0.0,86.0,1000.0,1.0,0.0,0.3,1.0,0.8,0.0
298,900.0,90.0,100.0,10.0,899.0,99.9,99.95,99.95,1.0,0.1,0.05,0.05,1.0,0.0,93.0,1000.0,1.0,0.0,0.3,1.0,0.9,0.0
299,1000.0,100.0,0.0,0.0,999.0,99.9,0.0,0.0,1.0,0.1,0.0,0.0,1.0,0.0,100.0,1000.0,1.0,0.0,0.3,1.0,1.0,0.0
300,100.0,10.0,900.0,90.0,99.6,99.6,897.6,99.745,0.4,0.4,2.4,0.255,1.0,0.0,37.0,1000.0,1.0,0.0,0.4,0.1,0.1,0.002
301,200.0,20.0,800.0,80.0,198.95,99.475,796.5,99.57,1.05,0.525,3.5,0.43,1.0,0.0,34.0,1000.0,1.0,0.0,0.4,0.1,0.2,0.004
