ID,Vaccinated,Vaccinated(%),Unvaccinated,Unvaccinated(%),Healthy vaccinated,Healthy vaccinated(%),Healthy unvaccinated,Healthy unvaccinated(%),Infected vaccinated,Infected vaccinated(%),Infected unvaccinated,Infected unvaccinated(%),Herd Immunity,Herd Immunity Current,Herd Immunity Needed,population,Rnull,Rrange,natImmunity,vacImmunity,vaccinated,totInfected
1468,900.0,90.0,100.0,10.0,898.7,99.87,99.9,99.9,1.3,0.13,0.1,0.1,1.0,33.3,69.0,1000.0,1.5,0.0,0.6,0.7,0.9,0.0
1469,1000.0,100.0,0.0,0.0,998.75,99.875,0.0,0.0,1.25,0.125,0.0,0.0,1.0,33.3,70.0,1000.0,1.5,0.0,0.6,0.7,1.0,0.0
1470,100.0,10.0,900.0,90.0,99.85,99.85,898.6,99.855,0.15,0.15,1.4,0.145,1.0,33.3,62.0,1000.0,1.5,0.0,0.6,0.8,0.1,0.0
1471,200.0,20.0,800.0,80.0,199.6,99.8,799.0,99.9,0.4,0.2,1.0,0.1,1.0,33.3,64.0,1000.0,1.5,0.0,0.6,0.8,0.2,0.0
1472,300.0,30.0,700.0,70.0,299.6,99.875,699.05,99.89,0.4,0.125,0.95,0.11,1.0,33.3,66.0,1000.0,1.5,0.0,0.6,0.8,0.3,0.0
1473,400.0,40.0,600.0,60.0,399.5,99.895,599.2,99.85,0.5,0.105,0.8,0.15,1.0,33.3,68.0,1000.0,1.5,0.0,0.6,0.8,0.4,0.0
1474,500.0,50.0,500.0,50.0,499.4,99.88,499.35,99.87,0.6,0.12,0.65,0.13,1.0,33.3,70.0,1000.0,1.5,0.0,0.6,0.8,0.5,0.0
1475,600.0,60.0,400.0,40.0,599.1,99.835,399.35,99.86,0.9,0.165,0.65,0.14,1.0,33.3,72.0,1000.0,1.5,0.0,0.6,0.8,0.6,0.0
1476,700.0,70.0,300.0,30.0,699.2,99.915,299.6,99.875,0.8,0.085,0.4,0.125,1.0,33.3,74.0,1000.0,1.5,0.0,0.6,0.8,0.7,0.0
1477,800.0,80.0,200.0,20.0,799.05,99.905,199.7,99.85,0.95,0.095,0.3,0.15,1.0,33.3,76.0,1000.0,1.5,0.0,0.6,0.8,0.8,0.0
1478,900.0,90.0,100.0,10.0,898.9,99.89,99.95,99.95,1.1,0.11,0.05,0.05,1.0,33.3,78.0,1000.0,1.5,0.0,0.6,0.8,0.9,0.0
1479,1000.0,100.0,0.0,0.0,998.8,99.88,0.0,0.0,1.2,0.12,0.0,0.0,1.0,33.3,80.0,1000.0,1.5,0.0,0.6,0.8,1.0,0.0
1480,100.0,10.0,900.0,90.0,99.9,99.9,898.2,99.82,0.1,0.1,1.8,0.18,1.0,33.3,63.0,1000.0,1.5,0.0,0.6,0.9,0.1,0.0
1481,200.0,20.0,800.0,80.0,199.9,99.95,798.8,99.875,0.1,0.05,1.2,0.125,1.0,33.3,66.0,1000.0,1.5,0.0,0.6,0.9,0.2,0.0
1482,300.0,30.0,700.0,70.0,299.5,99.85,699.2,99.895,0.5,0.15,0.8,0.105,1.0,33.3,69.0,1000.0,1.5,0.0,0.6,0.9,0.3,0.0
1483,400.0,40.0,600.0,60.0,399.75,99.95,599.05,99.82,0.25,0.05,0.95,0.18,1.0,33.3,72.0,1000.0,1.5,0.0,0.6,0.9,0.4,0.0
1484,500.0,50.0,500.0,50.0,499.5,99.9,499.35,99.87,0.5,0.1,0.65,0.13,1.0,33.3,75.0,1000.0,1.5,0.0,0.6,0.9,0.5,0.0
1485,600.0,60.0,400.0,40.0,599.2,99.85,399.5,99.885,0.8,0.15,0.5,0.115,1.0,33.3,78.0,1000.0,1.5,0.0,0.6,0.9,0.6,0.0
1486,700.0,70.0,300.0,30.0,699.2,99.915,299.65,99.89,0.8,0.085,0.35,0.11,1.0,33.3,81.0,1000.0,1.5,0.0,0.6,0.9,0.7,0.0
1487,800.0,80.0,200.0,20.0,799.1,99.91,199.8,99.9,0.9,0.09,0.2,0.1,1.0,33.3,84.0,1000.0,1.5,0.0,0.6,0.9,0.8,0.0
1488,900.0,90.0,100.0,10.0,899.05,99.905,99.9,99.9,0.95,0.095,0.1,0.1,1.0,33.3,87.0,1000.0,1.5,0.0,0.6,0.9,0.9,0.0
1489,1000.0,100.0,0.0,0.0,998.95,99.895,0.0,0.0,1.05,0.105,0.0,0.0,1.0,33.3,90.0,1000.0,1.5,0.0,0.6,0.9,1.0,0.0
1490,100.0,10.0,900.0,90.0,99.9,99.9,897.85,99.775,0.1,0.1,2.15,0.225,1.0,33.3,64.0,1000.0,1.5,0.0,0.6,1.0,0.1,0.001
1491,200.0,20.0,800.0,80.0,199.85,99.925,798.5,99.83,0.15,0.075,1.5,0.17,1.0,33.3,68.0,1000.0,1.5,0.0,0.6,1.0,0.2,0.0
1492,300.0,30.0,700.0,70.0,299.8,99.94,698.95,99.88,0.2,0.06,1.05,0.12,1.0,33.3,72.0,1000.0,1.5,0.0,0.6,1.0,0.3,0.0
1493,400.0,40.0,600.0,60.0,399.75,99.95,598.9,99.8,0.25,0.05,1.1,0.2,1.0,33.3,76.0,1000.0,1.5,0.0,0.6,1.0,0.4,0.0
1494,500.0,50.0,500.0,50.0,499.55,99.91,499.3,99.86,0.45,0.09,0.7,0.14,1.0,33.3,80.0,1000.0,1.5,0.0,0.6,1.0,0.5,0.0
1495,600.0,60.0,400.0,40.0,599.3,99.86,399.6,99.92,0.7,0.14,0.4,0.08,1.0,33.3,84.0,1000.0,1.5,0.0,0.6,1.0,0.6,0.0
1496,700.0,70.0,300.0,30.0,699.25,99.925,299.7,99.91,0.75,0.075,0.3,0.09,1.0,33.3,88.0,1000.0,1.5,0.0,0.6,1.0,0.7,0.0
1497,800.0,80.0,200.0,20.0,799.25,99.925,199.75,99.875,0.75,0.075,0.25,0.125,1.0,33.3,92.0,1000.0,1.5,0.0,0.6,1.0,0.8,0.0
1498,900.0,90.0,100.0,10.0,899.1,99.91,99.75,99.75,0.9,0.09,0.25,0.25,1.0,33.3,96.0,1000.0,1.5,0.0,0.6,1.0,0.9,0.0
1499,1000.0,100.0,0.0,0.0,999.0,99.9,0.0,0.0,1.0,0.1,0.0,0.0,1.0,33.3,100.0,1000.0,1.5,0.0,0.6,1.0,1.0,0.0
1500,100.0,10.0,900.0,90.0,99.8,99.8,898.75,99.875,0.2,0.2,1.25,0.125,1.0,33.3,64.0,1000.0,1.5,0.0,0.7,0.1,0.1,0.0
1501,200.0,20.0,800.0,80.0,199.4,99.7,798.75,99.87,0.6,0.3,1.25,0.13,1.0,33.3,58.0,1000.0,1.5,0.0,0.7,0.1,0.2,0.0
1502,300.0,30.0,700.0,70.0,299.55,99.855,699.25,99.915,0.45,0.145,0.75,0.085,1.0,33.3,52.0,1000.0,1.5,0.0,0.7,0.1,0.3,0.0
1503,400.0,40.0,600.0,60.0,399.2,99.815,599.05,99.825,0.8,0.185,0.95,0.175,1.0,33.3,46.0,1000.0,1.5,0.0,0.7,0.1,0.4,0.0
1504,500.0,50.0,500.0,50.0,498.55,99.71,499.15,99.83,1.45,0.29,0.85,0.17,1.0,33.3,40.0,1000.0,1.5,0.0,0.7,0.1,0.5,0.001
1505,600.0,60.0,400.0,40.0,596.9,99.48,399.25,99.835,3.1,0.52,0.75,0.165,1.0,33.3,34.0,1000.0,1.5,0.0,0.7,0.1,0.6,0.003
1506,700.0,70.0,300.0,30.0,697.25,99.62,299.7,99.905,2.75,0.38,0.3,0.095,0.0,33.3,28.0,1000.0,1.5,0.0,0.7,0.1,0.7,0.002
1507,800.0,80.0,200.0,20.0,797.45,99.695,199.45,99.725,2.55,0.305,0.55,0.275,0.0,33.3,22.0,1000.0,1.5,0.0,0.7,0.1,0.8,0.002
1508,900.0,90.0,100.0,10.0,892.55,99.185,99.75,99.75,7.45,0.815,0.25,0.25,0.0,33.3,16.0,1000.0,1.5,0.0,0.7,0.1,0.9,0.007
1509,1000.0,100.0,0.0,0.0,989.35,98.935,0.0,0.0,10.65,1.065,0.0,0.0,0.0,33.3,10.0,1000.0,1.5,0.0,0.7,0.1,1.0,0.01
1510,100.0,10.0,900.0,90.0,99.9,99.9,898.7,99.87,0.1,0.1,1.3,0.13,1.0,33.3,65.0,1000.0,1.5,0.0,0.7,0.2,0.1,0.0
1511,200.0,20.0,800.0,80.0,199.1,99.55,799.05,99.905,0.9,0.45,0.95,0.095,1.0,33.3,60.0,1000.0,1.5,0.0,0.7,0.2,0.2,0.0
1512,300.0,30.0,700.0,70.0,299.1,99.7,699.0,99.885,0.9,0.3,1.0,0.115,1.0,33.3,55.0,1000.0,1.5,0.0,0.7,0.2,0.3,0.001
1513,400.0,40.0,600.0,60.0,399.25,99.83,599.0,99.815,0.75,0.17,1.0,0.185,1.0,33.3,50.0,1000.0,1.5,0.0,0.7,0.2,0.4,0.0
1514,500.0,50.0,500.0,50.0,498.8,99.76,499.05,99.81,1.2,0.24,0.95,0.19,1.0,33.3,45.0,1000.0,1.5,0.0,0.7,0.2,0.5,0.002
1515,600.0,60.0,400.0,40.0,597.95,99.655,399.4,99.87,2.05,0.345,0.6,0.13,1.0,33.3,40.0,1000.0,1.5,0.0,0.7,0.2,0.6,0.002
1516,700.0,70.0,300.0,30.0,697.7,99.69,299.5,99.835,2.3,0.31,0.5,0.165,1.0,33.3,35.0,1000.0,1.5,0.0,0.7,0.2,0.7,0.001
1517,800.0,80.0,200.0,20.0,796.2,99.535,199.6,99.8,3.8,0.465,0.4,0.2,0.0,33.3,30.0,1000.0,1.5,0.0,0.7,0.2,0.8,0.004
1518,900.0,90.0,100.0,10.0,895.7,99.525,99.8,99.8,4.3,0.475,0.2,0.2,0.0,33.3,25.0,1000.0,1.5,0.0,0.7,0.2,0.9,0.004
1519,1000.0,100.0,0.0,0.0,996.3,99.63,0.0,0.0,3.7,0.37,0.0,0.0,0.0,33.3,20.0,1000.0,1.5,0.0,0.7,0.2,1.0,0.004
1520,100.0,10.0,900.0,90.0,99.9,99.9,898.65,99.865,0.1,0.1,1.35,0.135,1.0,33.3,66.0,1000.0,1.5,0.0,0.7,0.3,0.1,0.0
1521,200.0,20.0,800.0,80.0,199.4,99.7,799.25,99.925,0.6,0.3,0.75,0.075,1.0,33.3,62.0,1000.0,1.5,0.0,0.7,0.3,0.2,0.0
1522,300.0,30.0,700.0,70.0,299.2,99.735,699.0,99.88,0.8,0.265,1.0,0.12,1.0,33.3,58.0,1000.0,1.5,0.0,0.7,0.3,0.3,0.0
1523,400.0,40.0,600.0,60.0,399.05,99.79,599.35,99.87,0.95,0.21,0.65,0.13,1.0,33.3,54.0,1000.0,1.5,0.0,0.7,0.3,0.4,0.0
1524,500.0,50.0,500.0,50.0,499.1,99.82,499.0,99.8,0.9,0.18,1.0,0.2,1.0,33.3,50.0,1000.0,1.5,0.0,0.7,0.3,0.5,0.0
1525,600.0,60.0,400.0,40.0,598.55,99.745,399.25,99.825,1.45,0.255,0.75,0.175,1.0,33.3,46.0,1000.0,1.5,0.0,0.7,0.3,0.6,0.001
1526,700.0,70.0,300.0,30.0,698.35,99.775,299.5,99.84,1.65,0.225,0.5,0.16,1.0,33.3,42.0,1000.0,1.5,0.0,0.7,0.3,0.7,0.0
1527,800.0,80.0,200.0,20.0,798.55,99.84,199.85,99.925,1.45,0.16,0.15,0.075,1.0,33.3,38.0,1000.0,1.5,0.0,0.7,0.3,0.8,0.0
1528,900.0,90.0,100.0,10.0,897.9,99.78,99.9,99.9,2.1,0.22,0.1,0.1,1.0,33.3,34.0,1000.0,1.5,0.0,0.7,0.3,0.9,0.001
1529,1000.0,100.0,0.0,0.0,996.45,99.645,0.0,0.0,3.55,0.355,0.0,0.0,0.0,33.3,30.0,1000.0,1.5,0.0,0.7,0.3,1.0,0.002
1530,100.0,10.0,900.0,90.0,99.85,99.85,898.75,99.875,0.15,0.15,1.25,0.125,1.0,33.3,67.0,1000.0,1.5,0.0,0.7,0.4,0.1,0.0
1531,200.0,20.0,800.0,80.0,199.6,99.8,798.55,99.835,0.4,0.2,1.45,0.165,1.0,33.3,64.0,1000.0,1.5,0.0,0.7,0.4,0.2,0.0
1532,300.0,30.0,700.0,70.0,299.65,99.89,698.9,99.87,0.35,0.11,1.1,0.13,1.0,33.3,61.0,1000.0,1.5,0.0,0.7,0.4,0.3,0.0
1533,400.0,40.0,600.0,60.0,399.0,99.765,599.1,99.84,1.0,0.235,0.9,0.16,1.0,33.3,58.0,1000.0,1.5,0.0,0.7,0.4,0.4,0.001
1534,500.0,50.0,500.0,50.0,498.95,99.79,499.45,99.89,1.05,0.21,0.55,0.11,1.0,33.3,55.0,1000.0,1.5,0.0,0.7,0.4,0.5,0.0
1535,600.0,60.0,400.0,40.0,598.8,99.79,399.3,99.84,1.2,0.21,0.7,0.16,1.0,33.3,52.0,1000.0,1.5,0.0,0.7,0.4,0.6,0.0
1536,700.0,70.0,300.0,30.0,698.55,99.8,299.6,99.875,1.45,0.2,0.4,0.125,1.0,33.3,49.0,1000.0,1.5,0.0,0.7,0.4,0.7,0.0
1537,800.0,80.0,200.0,20.0,797.95,99.755,199.5,99.75,2.05,0.245,0.5,0.25,1.0,33.3,46.0,1000.0,1.5,0.0,0.7,0.4,0.8,0.002
1538,900.0,90.0,100.0,10.0,897.85,99.78,99.85,99.85,2.15,0.22,0.15,0.15,1.0,33.3,43.0,1000.0,1.5,0.0,0.7,0.4,0.9,0.0
1539,1000.0,100.0,0.0,0.0,997.05,99.705,0.0,0.0,2.95,0.295,0.0,0.0,1.0,33.3,40.0,1000.0,1.5,0.0,0.7,0.4,1.0,0.002
1540,100.0,10.0,900.0,90.0,99.85,99.85,898.7,99.87,0.15,0.15,1.3,0.13,1.0,33.3,68.0,1000.0,1.5,0.0,0.7,0.5,0.1,0.0
1541,200.0,20.0,800.0,80.0,199.6,99.8,798.9,99.885,0.4,0.2,1.1,0.115,1.0,33.3,66.0,1000.0,1.5,0.0,0.7,0.5,0.2,0.0
1542,300.0,30.0,700.0,70.0,299.2,99.74,698.85,99.85,0.8,0.26,1.15,0.15,1.0,33.3,64.0,1000.0,1.5,0.0,0.7,0.5,0.3,0.0
1543,400.0,40.0,600.0,60.0,399.05,99.775,599.0,99.82,0.95,0.225,1.0,0.18,1.0,33.3,62.0,1000.0,1.5,0.0,0.7,0.5,0.4,0.0
1544,500.0,50.0,500.0,50.0,499.25,99.85,499.2,99.84,0.75,0.15,0.8,0.16,1.0,33.3,60.0,1000.0,1.5,0.0,0.7,0.5,0.5,0.0
1545,600.0,60.0,400.0,40.0,599.25,99.865,399.25,99.84,0.75,0.135,0.75,0.16,1.0,33.3,58.0,1000.0,1.5,0.0,0.7,0.5,0.6,0.0
1546,700.0,70.0,300.0,30.0,699.0,99.885,299.6,99.875,1.0,0.115,0.4,0.125,1.0,33.3,56.0,1000.0,1.5,0.0,0.7,0.5,0.7,0.0
1547,800.0,80.0,200.0,20.0,798.7,99.855,199.6,99.8,1.3,0.145,0.4,0.2,1.0,33.3,54.0,1000.0,1.5,0.0,0.7,0.5,0.8,0.0
1548,900.0,90.0,100.0,10.0,897.7,99.755,99.85,99.85,2.3,0.245,0.15,0.15,1.0,33.3,52.0,1000.0,1.5,0.0,0.7,0.5,0.9,0.002
1549,1000.0,100.0,0.0,0.0,997.65,99.765,0.0,0.0,2.35,0.235,0.0,0.0,1.0,33.3,50.0,1000.0,1.5,0.0,0.7,0.5,1.0,0.002
1550,100.0,10.0,900.0,90.0,99.9,99.9,898.6,99.86,0.1,0.1,1.4,0.14,1.0,33.3,69.0,1000.0,1.5,0.0,0.7,0.6,0.1,0.0
1551,200.0,20.0,800.0,80.0,199.65,99.825,798.8,99.87,0.35,0.175,1.2,0.13,1.0,33.3,68.0,1000.0,1.5,0.0,0.7,0.6,0.2,0.0
1552,300.0,30.0,700.0,70.0,299.35,99.8,699.25,99.92,0.65,0.2,0.75,0.08,1.0,33.3,67.0,1000.0,1.5,0.0,0.7,0.6,0.3,0.0
1553,400.0,40.0,600.0,60.0,399.25,99.84,599.3,99.87,0.75,0.16,0.7,0.13,1.0,33.3,66.0,1000.0,1.5,0.0,0.7,0.6,0.4,0.0
1554,500.0,50.0,500.0,50.0,499.35,99.87,499.1,99.82,0.65,0.13,0.9,0.18,1.0,33.3,65.0,1000.0,1.5,0.0,0.7,0.6,0.5,0.0
1555,600.0,60.0,400.0,40.0,599.2,99.85,399.6,99.92,0.8,0.15,0.4,0.08,1.0,33.3,64.0,1000.0,1.5,0.0,0.7,0.6,0.6,0.0
1556,700.0,70.0,300.0,30.0,699.0,99.88,299.5,99.85,1.0,0.12,0.5,0.15,1.0,33.3,63.0,1000.0,1.5,0.0,0.7,0.6,0.7,0.0
1557,800.0,80.0,200.0,20.0,798.7,99.86,199.7,99.85,1.3,0.14,0.3,0.15,1.0,33.3,62.0,1000.0,1.5,0.0,0.7,0.6,0.8,0.0
1558,900.0,90.0,100.0,10.0,898.95,99.895,99.85,99.85,1.05,0.105,0.15,0.15,1.0,33.3,61.0,1000.0,1.5,0.0,0.7,0.6,0.9,0.0
1559,1000.0,100.0,0.0,0.0,998.25,99.825,0.0,0.0,1.75,0.175,0.0,0.0,1.0,33.3,60.0,1000.0,1.5,0.0,0.7,0.6,1.0,0.0
1560,100.0,10.0,900.0,90.0,99.85,99.85,898.8,99.88,0.15,0.15,1.2,0.12,1.0,33.3,70.0,1000.0,1.5,0.0,0.7,0.7,0.1,0.0
1561,200.0,20.0,800.0,80.0,199.9,99.95,798.85,99.88,0.1,0.05,1.15,0.12,1.0,33.3,70.0,1000.0,1.5,0.0,0.7,0.7,0.2,0.0
1562,300.0,30.0,700.0,70.0,299.7,99.91,698.85,99.86,0.3,0.09,1.15,0.14,1.0,33.3,70.0,1000.0,1.5,0.0,0.7,0.7,0.3,0.0
1563,400.0,40.0,600.0,60.0,399.35,99.865,599.1,99.83,0.65,0.135,0.9,0.17,1.0,33.3,70.0,1000.0,1.5,0.0,0.7,0.7,0.4,0.0
1564,500.0,50.0,500.0,50.0,499.4,99.88,499.3,99.86,0.6,0.12,0.7,0.14,1.0,33.3,70.0,1000.0,1.5,0.0,0.7,0.7,0.5,0.0
1565,600.0,60.0,400.0,40.0,599.05,99.835,399.15,99.815,0.95,0.165,0.85,0.185,1.0,33.3,70.0,1000.0,1.5,0.0,0.7,0.7,0.6,0.0
1566,700.0,70.0,300.0,30.0,699.1,99.895,299.5,99.84,0.9,0.105,0.5,0.16,1.0,33.3,70.0,1000.0,1.5,0.0,0.7,0.7,0.7,0.0
1567,800.0,80.0,200.0,20.0,799.05,99.905,199.6,99.8,0.95,0.095,0.4,0.2,1.0,33.3,70.0,1000.0,1.5,0.0,0.7,0.7,0.8,0.0
1568,900.0,90.0,100.0,10.0,899.0,99.9,99.75,99.75,1.0,0.1,0.25,0.25,1.0,33.3,70.0,1000.0,1.5,0.0,0.7,0.7,0.9,0.0
1569,1000.0,100.0,0.0,0.0,998.6,99.86,0.0,0.0,1.4,0.14,0.0,0.0,1.0,33.3,70.0,1000.0,1.5,0.0,0.7,0.7,1.0,0.0
1570,100.0,10.0,900.0,90.0,99.9,99.9,898.25,99.82,0.1,0.1,1.75,0.18,1.0,33.3,71.0,1000.0,1.5,0.0,0.7,0.8,0.1,0.0
1571,200.0,20.0,800.0,80.0,199.7,99.85,798.6,99.845,0.3,0.15,1.4,0.155,1.0,33.3,72.0,1000.0,1.5,0.0,0.7,0.8,0.2,0.0
1572,300.0,30.0,700.0,70.0,299.7,99.91,699.0,99.885,0.3,0.09,1.0,0.115,1.0,33.3,73.0,1000.0,1.5,0.0,0.7,0.8,0.3,0.0
1573,400.0,40.0,600.0,60.0,399.6,99.92,599.3,99.865,0.4,0.08,0.7,0.135,1.0,33.3,74.0,1000.0,1.5,0.0,0.7,0.8,0.4,0.0
1574,500.0,50.0,500.0,50.0,499.55,99.91,499.2,99.84,0.45,0.09,0.8,0.16,1.0,33.3,75.0,1000.0,1.5,0.0,0.7,0.8,0.5,0.0
1575,600.0,60.0,400.0,40.0,599.45,99.9,399.35,99.87,0.55,0.1,0.65,0.13,1.0,33.3,76.0,1000.0,1.5,0.0,0.7,0.8,0.6,0.0
1576,700.0,70.0,300.0,30.0,699.25,99.92,299.45,99.82,0.75,0.08,0.55,0.18,1.0,33.3,77.0,1000.0,1.5,0.0,0.7,0.8,0.7,0.0
1577,800.0,80.0,200.0,20.0,799.15,99.915,199.75,99.875,0.85,0.085,0.25,0.125,1.0,33.3,78.0,1000.0,1.5,0.0,0.7,0.8,0.8,0.0
1578,900.0,90.0,100.0,10.0,898.9,99.89,99.95,99.95,1.1,0.11,0.05,0.05,1.0,33.3,79.0,1000.0,1.5,0.0,0.7,0.8,0.9,0.0
1579,1000.0,100.0,0.0,0.0,998.7,99.87,0.0,0.0,1.3,0.13,0.0,0.0,1.0,33.3,80.0,1000.0,1.5,0.0,0.7,0.8,1.0,0.0
1580,100.0,10.0,900.0,90.0,99.85,99.85,898.55,99.855,0.15,0.15,1.45,0.145,1.0,33.3,72.0,1000.0,1.5,0.0,0.7,0.9,0.1,0.0
1581,200.0,20.0,800.0,80.0,199.75,99.875,798.65,99.855,0.25,0.125,1.35,0.145,1.0,33.3,74.0,1000.0,1.5,0.0,0.7,0.9,0.2,0.0
1582,300.0,30.0,700.0,70.0,299.7,99.91,699.1,99.9,0.3,0.09,0.9,0.1,1.0,33.3,76.0,1000.0,1.5,0.0,0.7,0.9,0.3,0.0
1583,400.0,40.0,600.0,60.0,399.5,99.895,599.2,99.85,0.5,0.105,0.8,0.15,1.0,33.3,78.0,1000.0,1.5,0.0,0.7,0.9,0.4,0.0
1584,500.0,50.0,500.0,50.0,499.55,99.91,499.4,99.88,0.45,0.09,0.6,0.12,1.0,33.3,80.0,1000.0,1.5,0.0,0.7,0.9,0.5,0.0
1585,600.0,60.0,400.0,40.0,599.55,99.91,399.3,99.855,0.45,0.09,0.7,0.145,1.0,33.3,82.0,1000.0,1.5,0.0,0.7,0.9,0.6,0.0
1586,700.0,70.0,300.0,30.0,699.15,99.91,299.65,99.89,0.85,0.09,0.35,0.11,1.0,33.3,84.0,1000.0,1.5,0.0,0.7,0.9,0.7,0.0
1587,800.0,80.0,200.0,20.0,799.15,99.915,199.55,99.775,0.85,0.085,0.45,0.225,1.0,33.3,86.0,1000.0,1.5,0.0,0.7,0.9,0.8,0.0
1588,900.0,90.0,100.0,10.0,899.0,99.9,99.85,99.85,1.0,0.1,0.15,0.15,1.0,33.3,88.0,1000.0,1.5,0.0,0.7,0.9,0.9,0.0
1589,1000.0,100.0,0.0,0.0,998.85,99.885,0.0,0.0,1.15,0.115,0.0,0.0,1.0,33.3,90.0,1000.0,1.5,0.0,0.7,0.9,1.0,0.0
1590,100.0,10.0,900.0,90.0,99.8,99.8,898.7,99.87,0.2,0.2,1.3,0.13,1.0,33.3,73.0,1000.0,1.5,0.0,0.7,1.0,0.1,0.0
1591,200.0,20.0,800.0,80.0,199.8,99.9,799.0,99.895,0.2,0.1,1.0,0.105,1.0,33.3,76.0,1000.0,1.5,0.0,0.7,1.0,0.2,0.0
1592,300.0,30.0,700.0,70.0,299.6,99.88,699.1,99.89,0.4,0.12,0.9,0.11,1.0,33.3,79.0,1000.0,1.5,0.0,0.7,1.0,0.3,0.0
1593,400.0,40.0,600.0,60.0,399.55,99.91,599.35,99.88,0.45,0.09,0.65,0.12,1.0,33.3,82.0,1000.0,1.5,0.0,0.7,1.0,0.4,0.0
1594,500.0,50.0,500.0,50.0,499.75,99.95,498.75,99.75,0.25,0.05,1.25,0.25,1.0,33.3,85.0,1000.0,1.5,0.0,0.7,1.0,0.5,0.0
1595,600.0,60.0,400.0,40.0,599.35,99.87,399.6,99.915,0.65,0.13,0.4,0.085,1.0,33.3,88.0,1000.0,1.5,0.0,0.7,1.0,0.6,0.0
1596,700.0,70.0,300.0,30.0,699.2,99.92,299.6,99.875,0.8,0.08,0.4,0.125,1.0,33.3,91.0,1000.0,1.5,0.0,0.7,1.0,0.7,0.0
1597,800.0,80.0,200.0,20.0,799.45,99.945,199.35,99.675,0.55,0.055,0.65,0.325,1.0,33.3,94.0,1000.0,1.5,0.0,0.7,1.0,0.8,0.0
1598,900.0,90.0,100.0,10.0,899.1,99.91,99.85,99.85,0.9,0.09,0.15,0.15,1.0,33.3,97.0,1000.0,1.5,0.0,0.7,1.0,0.9,0.0
1599,1000.0,100.0,0.0,0.0,999.0,99.9,0.0,0.0,1.0,0.1,0.0,0.0,1.0,33.3,100.0,1000.0,1.5,0.0,0.7,1.0,1.0,0.0
1600,100.0,10.0,900.0,90.0,99.85,99.85,898.65,99.865,0.15,0.15,1.35,0.135,1.0,33.3,73.0,1000.0,1.5,0.0,0.8,0.1,0.1,0.0
1601,200.0,20.0,800.0,80.0,199.55,99.775,799.0,99.895,0.45,0.225,1.0,0.105,1.0,33.3,66.0,1000.0,1.5,0.0,0.8,0.1,0.2,0.0
1602,300.0,30.0,700.0,70.0,298.9,99.635,699.15,99.905,1.1,0.365,0.85,0.095,1.0,33.3,59.0,1000.0,1.5,0.0,0.8,0.1,0.3,0.0
1603,400.0,40.0,600.0,60.0,399.05,99.78,599.15,99.84,0.95,0.22,0.85,0.16,1.0,33.3,52.0,1000.0,1.5,0.0,0.8,0.1,0.4,0.0
1604,500.0,50.0,500.0,50.0,498.8,99.76,499.25,99.85,1.2,0.24,0.75,0.15,1.0,33.3,45.0,1000.0,1.5,0.0,0.8,0.1,0.5,0.0
1605,600.0,60.0,400.0,40.0,597.9,99.645,399.4,99.875,2.1,0.355,0.6,0.125,1.0,33.3,38.0,1000.0,1.5,0.0,0.8,0.1,0.6,0.002
1606,700.0,70.0,300.0,30.0,697.5,99.66,299.7,99.905,2.5,0.34,0.3,0.095,0.0,33.3,31.0,1000.0,1.5,0.0,0.8,0.1,0.7,0.001
1607,800.0,80.0,200.0,20.0,795.85,99.48,199.7,99.85,4.15,0.52,0.3,0.15,0.0,33.3,24.0,1000.0,1.5,0.0,0.8,0.1,0.8,0.004
1608,900.0,90.0,100.0,10.0,893.6,99.3,99.8,99.8,6.4,0.7,0.2,0.2,0.0,33.3,17.0,1000.0,1.5,0.0,0.8,0.1,0.9,0.006
1609,1000.0,100.0,0.0,0.0,987.85,98.785,0.0,0.0,12.15,1.215,0.0,0.0,0.0,33.3,10.0,1000.0,1.5,0.0,0.8,0.1,1.0,0.012
1610,100.0,10.0,900.0,90.0,99.7,99.7,898.7,99.87,0.3,0.3,1.3,0.13,1.0,33.3,74.0,1000.0,1.5,0.0,0.8,0.2,0.1,0.001
1611,200.0,20.0,800.0,80.0,199.35,99.675,799.05,99.9,0.65,0.325,0.95,0.1,1.0,33.3,68.0,1000.0,1.5,0.0,0.8,0.2,0.2,0.0
1612,300.0,30.0,700.0,70.0,299.25,99.765,699.15,99.9,0.75,0.235,0.85,0.1,1.0,33.3,62.0,1000.0,1.5,0.0,0.8,0.2,0.3,0.0
1613,400.0,40.0,600.0,60.0,398.55,99.655,599.4,99.895,1.45,0.345,0.6,0.105,1.0,33.3,56.0,1000.0,1.5,0.0,0.8,0.2,0.4,0.002
1614,500.0,50.0,500.0,50.0,498.85,99.77,499.25,99.85,1.15,0.23,0.75,0.15,1.0,33.3,50.0,1000.0,1.5,0.0,0.8,0.2,0.5,0.0
1615,600.0,60.0,400.0,40.0,599.3,99.87,399.3,99.86,0.7,0.13,0.7,0.14,1.0,33.3,44.0,1000.0,1.5,0.0,0.8,0.2,0.6,0.0
1616,700.0,70.0,300.0,30.0,697.9,99.72,299.5,99.845,2.1,0.28,0.5,0.155,1.0,33.3,38.0,1000.0,1.5,0.0,0.8,0.2,0.7,0.002
